build_number,execution_time,name,status,duration_ms,error,screenshot,longrepr
0,2025-11-24 12:05:46,tests/test_1login_ui.py::test_valid_login[chromium],failed,3770,,https://raw.githubusercontent.com/silumi95/python_playwright_ui_pipeline/main/results/screenshots/1763985880_tests_test_1login_ui.py_test_valid_login_chromium_.png,"tests\test_1login_ui.py:7: in test_valid_login
    page.goto(""https://www.saucedemo.com/"", timeout=30000)
C:\Users\ASUS\AppData\Local\Programs\Python\Python313\Lib\site-packages\playwright\sync_api\_generated.py:9019: in goto
    self._sync(
C:\Users\ASUS\AppData\Local\Programs\Python\Python313\Lib\site-packages\playwright\_impl\_page.py:555: in goto
    return await self._main_frame.goto(**locals_to_params(locals()))
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
C:\Users\ASUS\AppData\Local\Programs\Python\Python313\Lib\site-packages\playwright\_impl\_frame.py:153: in goto
    await self._channel.send(
C:\Users\ASUS\AppData\Local\Programs\Python\Python313\Lib\site-packages\playwright\_impl\_connection.py:69: in send
    return await self._connection.wrap_api_call(
C:\Users\ASUS\AppData\Local\Programs\Python\Python313\Lib\site-packages\playwright\_impl\_connection.py:559: in wrap_api_call
    raise rewrite_error(error, f""{parsed_st['apiName']}: {error}"") from None
E   playwright._impl._errors.Error: Page.goto: net::ERR_CONNECTION_RESET at https://www.saucedemo.com/
E   Call log:
E     - navigating to ""https://www.saucedemo.com/"", waiting until ""load""
SCREENSHOT:D:\VS Code\python_playwright\results\screenshots\1763985880_tests_test_1login_ui.py_test_valid_login_chromium_.png"
0,2025-11-24 12:05:46,tests/test_cart_ui.py::test_valid_login[chromium],failed,41,,https://raw.githubusercontent.com/silumi95/python_playwright_ui_pipeline/main/results/screenshots/1763985880_tests_test_cart_ui.py_test_valid_login_chromium_.png,"tests\test_cart_ui.py:7: in test_valid_login
    page.goto(""https://www.saucedemo.com/"", timeout=40000)
C:\Users\ASUS\AppData\Local\Programs\Python\Python313\Lib\site-packages\playwright\sync_api\_generated.py:9019: in goto
    self._sync(
C:\Users\ASUS\AppData\Local\Programs\Python\Python313\Lib\site-packages\playwright\_impl\_page.py:555: in goto
    return await self._main_frame.goto(**locals_to_params(locals()))
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
C:\Users\ASUS\AppData\Local\Programs\Python\Python313\Lib\site-packages\playwright\_impl\_frame.py:153: in goto
    await self._channel.send(
C:\Users\ASUS\AppData\Local\Programs\Python\Python313\Lib\site-packages\playwright\_impl\_connection.py:69: in send
    return await self._connection.wrap_api_call(
C:\Users\ASUS\AppData\Local\Programs\Python\Python313\Lib\site-packages\playwright\_impl\_connection.py:559: in wrap_api_call
    raise rewrite_error(error, f""{parsed_st['apiName']}: {error}"") from None
E   playwright._impl._errors.Error: Page.goto: net::ERR_CONNECTION_RESET at https://www.saucedemo.com/
E   Call log:
E     - navigating to ""https://www.saucedemo.com/"", waiting until ""load""
SCREENSHOT:D:\VS Code\python_playwright\results\screenshots\1763985880_tests_test_cart_ui.py_test_valid_login_chromium_.png"
0,2025-11-24 12:05:46,tests/test_logout_ui.py::test_logout_after_login[chromium],failed,44,,https://raw.githubusercontent.com/silumi95/python_playwright_ui_pipeline/main/results/screenshots/1763985881_tests_test_logout_ui.py_test_logout_after_login_chromium_.png,"tests\test_logout_ui.py:6: in test_logout_after_login
    page.goto(""https://www.saucedemo.com/"", timeout=30000)
C:\Users\ASUS\AppData\Local\Programs\Python\Python313\Lib\site-packages\playwright\sync_api\_generated.py:9019: in goto
    self._sync(
C:\Users\ASUS\AppData\Local\Programs\Python\Python313\Lib\site-packages\playwright\_impl\_page.py:555: in goto
    return await self._main_frame.goto(**locals_to_params(locals()))
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
C:\Users\ASUS\AppData\Local\Programs\Python\Python313\Lib\site-packages\playwright\_impl\_frame.py:153: in goto
    await self._channel.send(
C:\Users\ASUS\AppData\Local\Programs\Python\Python313\Lib\site-packages\playwright\_impl\_connection.py:69: in send
    return await self._connection.wrap_api_call(
C:\Users\ASUS\AppData\Local\Programs\Python\Python313\Lib\site-packages\playwright\_impl\_connection.py:559: in wrap_api_call
    raise rewrite_error(error, f""{parsed_st['apiName']}: {error}"") from None
E   playwright._impl._errors.Error: Page.goto: net::ERR_CONNECTION_RESET at https://www.saucedemo.com/
E   Call log:
E     - navigating to ""https://www.saucedemo.com/"", waiting until ""load""
SCREENSHOT:D:\VS Code\python_playwright\results\screenshots\1763985881_tests_test_logout_ui.py_test_logout_after_login_chromium_.png"
0,2025-11-24 12:05:46,tests/test_negative_ui.py::test_invalid_credentials[chromium],passed,601,,,
0,2025-11-24 12:05:46,tests/test_negative_ui.py::test_empty_fields[chromium],passed,407,,,
0,2025-11-24 12:05:46,tests/test_negative_ui.py::test_locked_out_user[chromium],passed,445,,,
83,2025-11-24 12:24:06,tests/test_1login_ui.py::test_valid_login[chromium],failed,440,,https://raw.githubusercontent.com/silumi95/python_playwright_ui_pipeline/main/results/screenshots/1763987043_tests_test_1login_ui.py_test_valid_login_chromium_.png,"tests/test_1login_ui.py:12: in test_valid_login
    assert ""inventory"" in page.url, ""Login failed""
E   AssertionError: Login failed
E   assert 'inventory' in 'https://www.saucedemo.com/'
E    +  where 'https://www.saucedemo.com/' = <Page url='https://www.saucedemo.com/'>.url
SCREENSHOT:/home/runner/work/python_playwright_ui_pipeline/python_playwright_ui_pipeline/results/screenshots/1763987043_tests_test_1login_ui.py_test_valid_login_chromium_.png"
83,2025-11-24 12:24:06,tests/test_cart_ui.py::test_valid_login[chromium],passed,352,,,
83,2025-11-24 12:24:06,tests/test_logout_ui.py::test_logout_after_login[chromium],passed,1259,,,
83,2025-11-24 12:24:06,tests/test_negative_ui.py::test_invalid_credentials[chromium],passed,293,,,
83,2025-11-24 12:24:06,tests/test_negative_ui.py::test_empty_fields[chromium],passed,277,,,
83,2025-11-24 12:24:06,tests/test_negative_ui.py::test_locked_out_user[chromium],passed,281,,,
85,2025-11-24 13:20:09,tests/test_1login_ui.py::test_valid_login[chromium],failed,336,,https://raw.githubusercontent.com/silumi95/python_playwright_ui_pipeline/main/results/screenshots/1763990406_tests_test_1login_ui.py_test_valid_login_chromium_.png,"tests/test_1login_ui.py:12: in test_valid_login
    assert ""inventory"" in page.url, ""Login failed""
E   AssertionError: Login failed
E   assert 'inventory' in 'https://www.saucedemo.com/'
E    +  where 'https://www.saucedemo.com/' = <Page url='https://www.saucedemo.com/'>.url
SCREENSHOT:/home/runner/work/python_playwright_ui_pipeline/python_playwright_ui_pipeline/results/screenshots/1763990406_tests_test_1login_ui.py_test_valid_login_chromium_.png"
85,2025-11-24 13:20:09,tests/test_cart_ui.py::test_valid_login[chromium],passed,335,,,
85,2025-11-24 13:20:09,tests/test_logout_ui.py::test_logout_after_login[chromium],passed,1223,,,
85,2025-11-24 13:20:09,tests/test_negative_ui.py::test_invalid_credentials[chromium],passed,281,,,
85,2025-11-24 13:20:09,tests/test_negative_ui.py::test_empty_fields[chromium],passed,238,,,
85,2025-11-24 13:20:09,tests/test_negative_ui.py::test_locked_out_user[chromium],passed,247,,,
86,2025-11-24 13:39:03,tests/test_1login_ui.py::test_valid_login[chromium],failed,299,,https://raw.githubusercontent.com/silumi95/python_playwright_ui_pipeline/main/results/screenshots/1763991540_tests_test_1login_ui.py_test_valid_login_chromium_.png,"tests/test_1login_ui.py:12: in test_valid_login
    assert ""inventory"" in page.url, ""Login failed""
E   AssertionError: Login failed
E   assert 'inventory' in 'https://www.saucedemo.com/'
E    +  where 'https://www.saucedemo.com/' = <Page url='https://www.saucedemo.com/'>.url
SCREENSHOT:/home/runner/work/python_playwright_ui_pipeline/python_playwright_ui_pipeline/results/screenshots/1763991540_tests_test_1login_ui.py_test_valid_login_chromium_.png"
86,2025-11-24 13:39:03,tests/test_cart_ui.py::test_valid_login[chromium],passed,305,,,
86,2025-11-24 13:39:03,tests/test_logout_ui.py::test_logout_after_login[chromium],passed,1225,,,
86,2025-11-24 13:39:03,tests/test_negative_ui.py::test_invalid_credentials[chromium],passed,264,,,
86,2025-11-24 13:39:03,tests/test_negative_ui.py::test_empty_fields[chromium],passed,239,,,
86,2025-11-24 13:39:03,tests/test_negative_ui.py::test_locked_out_user[chromium],passed,246,,,
87,2025-11-24 18:15:09,tests/test_1login_ui.py::test_valid_login[chromium],failed,444,,https://raw.githubusercontent.com/silumi95/python_playwright_ui_pipeline/main/results/screenshots/1764008105_tests_test_1login_ui.py_test_valid_login_chromium_.png,"tests/test_1login_ui.py:12: in test_valid_login
    assert ""inventory"" in page.url, ""Login failed""
E   AssertionError: Login failed
E   assert 'inventory' in 'https://www.saucedemo.com/'
E    +  where 'https://www.saucedemo.com/' = <Page url='https://www.saucedemo.com/'>.url
SCREENSHOT:/home/runner/work/python_playwright_ui_pipeline/python_playwright_ui_pipeline/results/screenshots/1764008105_tests_test_1login_ui.py_test_valid_login_chromium_.png"
87,2025-11-24 18:15:09,tests/test_cart_ui.py::test_valid_login[chromium],passed,370,,,
87,2025-11-24 18:15:09,tests/test_logout_ui.py::test_logout_after_login[chromium],passed,1275,,,
87,2025-11-24 18:15:09,tests/test_negative_ui.py::test_invalid_credentials[chromium],passed,295,,,
87,2025-11-24 18:15:09,tests/test_negative_ui.py::test_empty_fields[chromium],passed,272,,,
87,2025-11-24 18:15:09,tests/test_negative_ui.py::test_locked_out_user[chromium],passed,307,,,
88,2025-11-25 00:42:41,tests/test_1login_ui.py::test_valid_login[chromium],failed,425,,https://raw.githubusercontent.com/silumi95/python_playwright_ui_pipeline/main/results/screenshots/1764031357_tests_test_1login_ui.py_test_valid_login_chromium_.png,"tests/test_1login_ui.py:12: in test_valid_login
    assert ""inventory"" in page.url, ""Login failed""
E   AssertionError: Login failed
E   assert 'inventory' in 'https://www.saucedemo.com/'
E    +  where 'https://www.saucedemo.com/' = <Page url='https://www.saucedemo.com/'>.url
SCREENSHOT:/home/runner/work/python_playwright_ui_pipeline/python_playwright_ui_pipeline/results/screenshots/1764031357_tests_test_1login_ui.py_test_valid_login_chromium_.png"
88,2025-11-25 00:42:41,tests/test_cart_ui.py::test_valid_login[chromium],passed,357,,,
88,2025-11-25 00:42:41,tests/test_logout_ui.py::test_logout_after_login[chromium],passed,1242,,,
88,2025-11-25 00:42:41,tests/test_negative_ui.py::test_invalid_credentials[chromium],passed,358,,,
88,2025-11-25 00:42:41,tests/test_negative_ui.py::test_empty_fields[chromium],passed,242,,,
88,2025-11-25 00:42:41,tests/test_negative_ui.py::test_locked_out_user[chromium],passed,258,,,
89,2025-11-25 06:16:00,tests/test_1login_ui.py::test_valid_login[chromium],failed,519,,https://raw.githubusercontent.com/silumi95/python_playwright_ui_pipeline/main/results/screenshots/1764051356_tests_test_1login_ui.py_test_valid_login_chromium_.png,"tests/test_1login_ui.py:12: in test_valid_login
    assert ""inventory"" in page.url, ""Login failed""
E   AssertionError: Login failed
E   assert 'inventory' in 'https://www.saucedemo.com/'
E    +  where 'https://www.saucedemo.com/' = <Page url='https://www.saucedemo.com/'>.url
SCREENSHOT:/home/runner/work/python_playwright_ui_pipeline/python_playwright_ui_pipeline/results/screenshots/1764051356_tests_test_1login_ui.py_test_valid_login_chromium_.png"
89,2025-11-25 06:16:00,tests/test_cart_ui.py::test_valid_login[chromium],passed,429,,,
89,2025-11-25 06:16:00,tests/test_logout_ui.py::test_logout_after_login[chromium],passed,1307,,,
89,2025-11-25 06:16:00,tests/test_negative_ui.py::test_invalid_credentials[chromium],passed,379,,,
89,2025-11-25 06:16:00,tests/test_negative_ui.py::test_empty_fields[chromium],passed,354,,,
89,2025-11-25 06:16:00,tests/test_negative_ui.py::test_locked_out_user[chromium],passed,368,,,
90,2025-11-25 12:19:29,tests/test_1login_ui.py::test_valid_login[chromium],failed,327,,https://raw.githubusercontent.com/silumi95/python_playwright_ui_pipeline/main/results/screenshots/1764073166_tests_test_1login_ui.py_test_valid_login_chromium_.png,"tests/test_1login_ui.py:12: in test_valid_login
    assert ""inventory"" in page.url, ""Login failed""
E   AssertionError: Login failed
E   assert 'inventory' in 'https://www.saucedemo.com/'
E    +  where 'https://www.saucedemo.com/' = <Page url='https://www.saucedemo.com/'>.url
SCREENSHOT:/home/runner/work/python_playwright_ui_pipeline/python_playwright_ui_pipeline/results/screenshots/1764073166_tests_test_1login_ui.py_test_valid_login_chromium_.png"
90,2025-11-25 12:19:29,tests/test_cart_ui.py::test_valid_login[chromium],passed,306,,,
90,2025-11-25 12:19:29,tests/test_logout_ui.py::test_logout_after_login[chromium],passed,1225,,,
90,2025-11-25 12:19:29,tests/test_negative_ui.py::test_invalid_credentials[chromium],passed,244,,,
90,2025-11-25 12:19:29,tests/test_negative_ui.py::test_empty_fields[chromium],passed,226,,,
90,2025-11-25 12:19:29,tests/test_negative_ui.py::test_locked_out_user[chromium],passed,249,,,
91,2025-11-25 18:15:18,tests/test_1login_ui.py::test_valid_login[chromium],failed,551,,https://raw.githubusercontent.com/silumi95/python_playwright_ui_pipeline/main/results/screenshots/1764094514_tests_test_1login_ui.py_test_valid_login_chromium_.png,"tests/test_1login_ui.py:12: in test_valid_login
    assert ""inventory"" in page.url, ""Login failed""
E   AssertionError: Login failed
E   assert 'inventory' in 'https://www.saucedemo.com/'
E    +  where 'https://www.saucedemo.com/' = <Page url='https://www.saucedemo.com/'>.url
SCREENSHOT:/home/runner/work/python_playwright_ui_pipeline/python_playwright_ui_pipeline/results/screenshots/1764094514_tests_test_1login_ui.py_test_valid_login_chromium_.png"
91,2025-11-25 18:15:18,tests/test_cart_ui.py::test_valid_login[chromium],passed,487,,,
91,2025-11-25 18:15:18,tests/test_logout_ui.py::test_logout_after_login[chromium],passed,1390,,,
91,2025-11-25 18:15:18,tests/test_negative_ui.py::test_invalid_credentials[chromium],passed,425,,,
91,2025-11-25 18:15:18,tests/test_negative_ui.py::test_empty_fields[chromium],passed,391,,,
91,2025-11-25 18:15:18,tests/test_negative_ui.py::test_locked_out_user[chromium],passed,431,,,
92,2025-11-26 00:43:55,tests/test_1login_ui.py::test_valid_login[chromium],failed,369,,https://raw.githubusercontent.com/silumi95/python_playwright_ui_pipeline/main/results/screenshots/1764117832_tests_test_1login_ui.py_test_valid_login_chromium_.png,"tests/test_1login_ui.py:12: in test_valid_login
    assert ""inventory"" in page.url, ""Login failed""
E   AssertionError: Login failed
E   assert 'inventory' in 'https://www.saucedemo.com/'
E    +  where 'https://www.saucedemo.com/' = <Page url='https://www.saucedemo.com/'>.url
SCREENSHOT:/home/runner/work/python_playwright_ui_pipeline/python_playwright_ui_pipeline/results/screenshots/1764117832_tests_test_1login_ui.py_test_valid_login_chromium_.png"
92,2025-11-26 00:43:55,tests/test_cart_ui.py::test_valid_login[chromium],passed,340,,,
92,2025-11-26 00:43:55,tests/test_logout_ui.py::test_logout_after_login[chromium],passed,1209,,,
92,2025-11-26 00:43:55,tests/test_negative_ui.py::test_invalid_credentials[chromium],passed,264,,,
92,2025-11-26 00:43:55,tests/test_negative_ui.py::test_empty_fields[chromium],passed,238,,,
92,2025-11-26 00:43:55,tests/test_negative_ui.py::test_locked_out_user[chromium],passed,267,,,
93,2025-11-26 06:15:57,tests/test_1login_ui.py::test_valid_login[chromium],failed,527,,https://raw.githubusercontent.com/silumi95/python_playwright_ui_pipeline/main/results/screenshots/1764137753_tests_test_1login_ui.py_test_valid_login_chromium_.png,"tests/test_1login_ui.py:12: in test_valid_login
    assert ""inventory"" in page.url, ""Login failed""
E   AssertionError: Login failed
E   assert 'inventory' in 'https://www.saucedemo.com/'
E    +  where 'https://www.saucedemo.com/' = <Page url='https://www.saucedemo.com/'>.url
SCREENSHOT:/home/runner/work/python_playwright_ui_pipeline/python_playwright_ui_pipeline/results/screenshots/1764137753_tests_test_1login_ui.py_test_valid_login_chromium_.png"
93,2025-11-26 06:15:57,tests/test_cart_ui.py::test_valid_login[chromium],passed,510,,,
93,2025-11-26 06:15:57,tests/test_logout_ui.py::test_logout_after_login[chromium],passed,1385,,,
93,2025-11-26 06:15:57,tests/test_negative_ui.py::test_invalid_credentials[chromium],passed,428,,,
93,2025-11-26 06:15:57,tests/test_negative_ui.py::test_empty_fields[chromium],passed,466,,,
93,2025-11-26 06:15:57,tests/test_negative_ui.py::test_locked_out_user[chromium],passed,429,,,
94,2025-11-26 12:18:49,tests/test_1login_ui.py::test_valid_login[chromium],failed,383,,https://raw.githubusercontent.com/silumi95/python_playwright_ui_pipeline/main/results/screenshots/1764159525_tests_test_1login_ui.py_test_valid_login_chromium_.png,"tests/test_1login_ui.py:12: in test_valid_login
    assert ""inventory"" in page.url, ""Login failed""
E   AssertionError: Login failed
E   assert 'inventory' in 'https://www.saucedemo.com/'
E    +  where 'https://www.saucedemo.com/' = <Page url='https://www.saucedemo.com/'>.url
SCREENSHOT:/home/runner/work/python_playwright_ui_pipeline/python_playwright_ui_pipeline/results/screenshots/1764159525_tests_test_1login_ui.py_test_valid_login_chromium_.png"
94,2025-11-26 12:18:49,tests/test_cart_ui.py::test_valid_login[chromium],passed,314,,,
94,2025-11-26 12:18:49,tests/test_logout_ui.py::test_logout_after_login[chromium],passed,1209,,,
94,2025-11-26 12:18:49,tests/test_negative_ui.py::test_invalid_credentials[chromium],passed,260,,,
94,2025-11-26 12:18:49,tests/test_negative_ui.py::test_empty_fields[chromium],passed,234,,,
94,2025-11-26 12:18:49,tests/test_negative_ui.py::test_locked_out_user[chromium],passed,245,,,
95,2025-11-26 18:13:15,tests/test_1login_ui.py::test_valid_login[chromium],failed,627,,https://raw.githubusercontent.com/silumi95/python_playwright_ui_pipeline/main/results/screenshots/1764180791_tests_test_1login_ui.py_test_valid_login_chromium_.png,"tests/test_1login_ui.py:12: in test_valid_login
    assert ""inventory"" in page.url, ""Login failed""
E   AssertionError: Login failed
E   assert 'inventory' in 'https://www.saucedemo.com/'
E    +  where 'https://www.saucedemo.com/' = <Page url='https://www.saucedemo.com/'>.url
SCREENSHOT:/home/runner/work/python_playwright_ui_pipeline/python_playwright_ui_pipeline/results/screenshots/1764180791_tests_test_1login_ui.py_test_valid_login_chromium_.png"
95,2025-11-26 18:13:15,tests/test_cart_ui.py::test_valid_login[chromium],passed,496,,,
95,2025-11-26 18:13:15,tests/test_logout_ui.py::test_logout_after_login[chromium],passed,1368,,,
95,2025-11-26 18:13:15,tests/test_negative_ui.py::test_invalid_credentials[chromium],passed,380,,,
95,2025-11-26 18:13:15,tests/test_negative_ui.py::test_empty_fields[chromium],passed,357,,,
95,2025-11-26 18:13:15,tests/test_negative_ui.py::test_locked_out_user[chromium],passed,376,,,
